link|user|id|date|sentence|response|appreciative|expandedLabel
https://twitter.com/PopZonebr/status/1242620348044099584|PopZonebr|1242620348044099584|2020-03-25T01:12:32.000Z|Bolsonaro ultrapassa TODOS os limites e pede fim da quarentena em rede nacional. Preocupado, COMO SEMPRE, com os empresários, Bolsonaro põe em risco a vida de MILHARES de pessoas. No Brasil, já são + de 2 MIL casos e na Itália, número de mortes ultrapassam 6 MIL!!! #ForaBolsonaro [MEDIA]|0|1|2
https://twitter.com/Lucaswesleyy11/status/1354132560612372481|Lucaswesleyy11|1354132560612372481|2021-01-26T18:22:15.000Z|E pau no cu do Bolsonaro ! [MEDIA]|0|1|2
https://twitter.com/anderso93004297/status/1259292196999704580|anderso93004297|1259292196999704580|2020-05-10T01:20:30.000Z|Exatamente dois canalhas Bolsonaro e Lula [MEDIA]|1|1|4
https://twitter.com/Jumenezesdias/status/1398674536627900417|Jumenezesdias|1398674536627900417|2021-05-29T16:16:10.000Z|#PovoNaRua #ForaBolsonaro #ForaBolsonaroGenocida Os trabalhadores e estudantes de Montes Claros MG estão nas ruas! FORA BOLSONARO GENOCIDA! [MEDIA]|0|1|2
https://twitter.com/SANDRAL81810039/status/1275283994108727296|SANDRAL81810039|1275283994108727296|2020-06-23T04:26:12.000Z|100% Bolsonaro @jairbolsonaro #FechadoComBolsonaroAte2026 [MEDIA]|0|1|2
https://twitter.com/Falvessoares/status/1255455115399528454|Falvessoares|1255455115399528454|2020-04-29T11:13:19.000Z|@joicehasselmann Aproveite e diz quem é que está pagando os disparos a preço de R$20.000,00 cada!!! #JoiceInimigaDoBrasil #JoicePeppaTraira #FechadoComBolsonaro #EuApoioBolsonaro [MEDIA]|1|1|2
https://twitter.com/liberalismoso/status/1369057407259787275|liberalismoso|1369057407259787275|2021-03-08T22:48:16.000Z|O bozo que ajudou o lula a sair [MEDIA]|1|1|0
https://twitter.com/MARIOROSANETO2/status/1375987684498415617|MARIOROSANETO2|1375987684498415617|2021-03-28T01:46:43.000Z|SAI ERNESTO, ENTRA CHINA! Pq o Centrão quer que Bolsonaro entregue a cab... [LINK] [MEDIA]|0|0|3
https://twitter.com/somdasaguas/status/1162894132085514240|somdasaguas|1162894132085514240|2019-08-18T01:09:01.000Z|Pois é, olha que o @ggreenwald jornalista de araque tá metido. Com o Lula, chefe da organização criminosa. @nytimes @cnnbrk @BBCWorld [MEDIA]|0|1|0
https://twitter.com/Patrcia85068884/status/1398675204822507520|Patrcia85068884|1398675204822507520|2021-05-29T16:18:49.000Z|"Esta aqui foi em Limeira/SP, uma multidão de 05 pessoas ""gritando"" fora Bolsonaro, o de calça vermelha é a Isabeli um vereador do PT [FACE_WITH_ROLLING_EYES] [MEDIA]"|1|0|3
https://twitter.com/ajrs220245/status/1376957504756801536|ajrs220245|1376957504756801536|2021-03-30T18:00:26.000Z|Bolsonaro queria que Pujol se manifestasse contra decisão do STF sobre Lula - 30/03/2021 - UOL Notícias [LINK]|0|0|5
https://twitter.com/BunnySTA_/status/1242624656919736320|BunnySTA_|1242624656919736320|2020-03-25T01:29:39.000Z|Nunca vi alguém falar tanta merda igual ao Bolsonaro [MEDIA]|0|1|2
https://twitter.com/EduardoMatysiak/status/1369056499587284992|EduardoMatysiak|1369056499587284992|2021-03-08T22:44:39.000Z|Curitiba 17 de maio de 2019 Foto Eduardo Matysiak Vigília @LulaOficial livre [MEDIA]|0|1|0
https://twitter.com/marcosjzs1/status/1242618059745083395|marcosjzs1|1242618059745083395|2020-03-25T01:03:26.000Z|Gente o bolsonaro ta pedindo pra tomar um impeachment não é possível BURRO DO CARALHO [MEDIA]|0|1|2
https://twitter.com/Veranic82476145/status/1399409953836875779|Veranic82476145|1399409953836875779|2021-05-31T16:58:27.000Z|@KimKataguiri ESCANCARA A FALTA DE VONTADE NA AQUISIÇÃO DE VACINAS. AS MORTES TEM DIGITAIS DE BOLSONARO E QUADRLHA [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] [POUTING_FACE] @OmarAzizSenador #NemLulaNemBolsonaro #bolsopetismojamais #senadocontracovid19 [RED_TRIANGLE_POINTED_DOWN] [RED_TRIANGLE_POINTED_DOWN] [RED_TRIANGLE_POINTED_DOWN] [RED_TRIANGLE_POINTED_DOWN] [RED_TRIANGLE_POINTED_DOWN] [RED_TRIANGLE_POINTED_DOWN] [MEDIA]|1|1|4
https://twitter.com/gabisaraiiva/status/1391167201621778432|gabisaraiiva|1391167201621778432|2021-05-08T23:04:42.000Z|Essa sim é o L e a mão de Lula. Aprende! [MEDIA]|0|0|1
https://twitter.com/gomessgs/status/1369060160153468928|gomessgs|1369060160153468928|2021-03-08T22:59:12.000Z|BOLSONARO CRITICA DECISÃO DE FACHIN SOBRE LULA BRASIL URGENTE [LINK] [MEDIA]|0|0|5
https://twitter.com/endireitabrasil/status/1144159216325865474|endireitabrasil|1144159216325865474|2019-06-27T08:23:09.000Z|MPF recomenda aumento da pena de Lula na ação do sítio de Atibaia|0|0|1
https://twitter.com/emma_rocha/status/1354128698669150209|emma_rocha|1354128698669150209|2021-01-26T18:06:54.000Z|Governo Bolsonaro ta abrindo uma loja de açai pra gastar tudo isso com leite em pó e leite condensado [MEDIA]|0|1|2
https://twitter.com/demetrioflu/status/1088437394565668864|demetrioflu|1088437394565668864|2019-01-24T14:04:31.000Z|Aí os canalhas Dilma Rousseff e Lula com os ditadores.FDP!!!! #GloboLixo e #venezuelalibre [MEDIA]|0|1|0
https://twitter.com/tugostassi/status/1472236055210430465|tugostassi|1472236055210430465|2021-12-18T16:03:23.000Z|Votoou no Bolsonaro?? Ate te perdoou! Mas votou pro Gil do vigor ser eliminado do BBB nao qiero ve a tua cara nem pintado de ouro!! [MEDIA]|0|0|3
https://twitter.com/pedroabhull/status/1395320101612703744|pedroabhull|1395320101612703744|2021-05-20T10:06:50.000Z|Até o FHC vota no Lula! @cirogomes repense! #LulaPresidente2022 [MEDIA]|0|1|0
https://twitter.com/pqpezzini/status/1369055637401911299|pqpezzini|1369055637401911299|2021-03-08T22:41:14.000Z|AQUI É LULA OU NÃO É [MEDIA]|0|1|0
https://twitter.com/lilienroses/status/1369060344543539202|lilienroses|1369060344543539202|2021-03-08T22:59:56.000Z|SERÁ QUE TEREI O PRAZER DE VOTAR NO LULA DESSA VEZ COM MEU TÍTULO? [MEDIA]|0|1|0
https://twitter.com/gojammaj/status/1364181964438216706|gojammaj|1364181964438216706|2021-02-23T11:55:00.000Z|VÍDEO: Monark chama Bolsonaro de “burro” na frente de Eduardo|0|0|3
https://twitter.com/jornalestadoms/status/1267425549573427202|jornalestadoms|1267425549573427202|2020-06-01T11:59:33.000Z|Governo Bolsonaro nomeia chefe de gabinete do senador Ciro Nogueira para a presidência do FNDE [LINK] [MEDIA]|0|0|3
https://twitter.com/josepimentel/status/955492923264655360|josepimentel|955492923264655360|2018-01-22T17:30:39.000Z|Latinos apoiam em peso manifesto em defesa da democracia e de Lula. Leia mais: [LINK] [MEDIA]|0|0|1
https://twitter.com/calcarneiro85/status/1381257141428875270|calcarneiro85|1381257141428875270|2021-04-11T14:45:39.000Z|Esse homem não cometeu crime algum! Pois desde quando dizer que o @jairbolsonaro é GENOCIDA, é crime!? Preso por dizer o óbvio?! #LiberdadeParaRodrigoPilha [MEDIA]|0|0|3
https://twitter.com/malokero_loko/status/1369055570561482759|malokero_loko|1369055570561482759|2021-03-08T22:40:58.000Z|LULA LIVRE DE VERDADE CARALHOOOOO! CHUPA ESSA MORO SEU FILHO DA PUTA! VOU DERRETER DE TANTO BEBER HOJE! [DROOLING_FACE] [TUMBLER_GLASS] [CLINKING_GLASSES] [BOTTLE_WITH_POPPING_CORK] [WINE_GLASS] [CLINKING_BEER_MUGS] [COCKTAIL_GLASS] [TROPICAL_DRINK] [MEDIA]|0|1|0
https://twitter.com/SampaioJony/status/1399405203699519495|SampaioJony|1399405203699519495|2021-05-31T16:39:34.000Z|Fora bolsonaro você é o pior presidente da história de que país [MEDIA]|0|1|2
https://twitter.com/ronirib3/status/1417851277996961796|ronirib3|1417851277996961796|2021-07-21T14:17:41.000Z|VICE PRESIDENTE DA CÂMARA QUER ABRIR IMPEACHMENT CONTRA BOLSONARO [LINK] [MEDIA]|0|0|3
https://twitter.com/GazetadigitdoBr/status/1106860280699670528|GazetadigitdoBr|1106860280699670528|2019-03-16T10:10:30.000Z|Michelle Bolsonaro primeira–dama da República Federativa do Brasil , afirma: “ Hoje o programa Criança Feliz alcança 1 milhão de crianças, até 2022 seremos 3 milhões.” Leia mais em : [LINK] [MEDIA]|0|0|3
https://twitter.com/MAUROROBERTO13/status/845440415994138624|MAUROROBERTO13|845440415994138624|2017-03-25T01:01:17.000Z|Médico Veterinário entregou tudo. PF deu duro golpe na carne podre Friboi do Lula, o psico pata de Rato [MEDIA]|0|1|0
https://twitter.com/tim_lpjb/status/844240804642095104|tim_lpjb|844240804642095104|2017-03-21T17:34:27.000Z|Crítico de Moro na mira da Justiça: PF leva para depor em SP blogueiro que adiantou ação sobre Lula [LINK] [MEDIA]|0|0|1
https://twitter.com/juliasneira/status/1369057179026788354|juliasneira|1369057179026788354|2021-03-08T22:47:21.000Z|Eu falando que voto no Lula pra comer o ** do Bono em 2022 e os minions enlouquecem [MEDIA]|0|1|0
https://twitter.com/SummerTrend/status/1354882582907936777|SummerTrend|1354882582907936777|2021-01-28T20:02:34.000Z|É doentio esse gov. Corrupção aberta, enquanto o pobre mendiga ajuda.... [WOOZY_FACE] Bolsonaro libera R$ 3 bilhões em recursos para deputados e senadores em troca do voto em seus candidatos no Congresso|0|1|2
https://twitter.com/Deadpool_CRF/status/1158560605994967040|Deadpool_CRF|1158560605994967040|2019-08-06T02:09:08.000Z|Já o Lula e sua corja vc nem se esforçou neh [GRINNING_SQUINTING_FACE] [GRINNING_SQUINTING_FACE] [GRINNING_SQUINTING_FACE] [GRINNING_SQUINTING_FACE] [GRINNING_SQUINTING_FACE] [MEDIA]|1|0|1
https://twitter.com/emirsader/status/1425026059037298697|emirsader|1425026059037298697|2021-08-10T09:27:42.000Z|Atitudes de Bolsonaro aprofundarão isolamento do país, alertam estrangeiros - 10/08/2021 - UOL Notícias|0|0|3
https://twitter.com/VICENTINHOPT/status/1000755546927063040|VICENTINHOPT|1000755546927063040|2018-05-27T15:08:10.000Z|Agora em caminhada pelas ruas de Diadema, em defesa do “Lula Presidente” [MEDIA]|0|1|0
https://twitter.com/FabioSpanner/status/1257375285911093249|FabioSpanner|1257375285911093249|2020-05-04T18:23:23.000Z|@bndes @jairbolsonaro @secomvc @MinEconomiaGoverno ao longo dos dias. Divulgam projetos em prol aos ME e EPP mais a realidade é outra os bancos CEF e BB nao liberam capital de giro e nem empréstimo #GolpeDeEstado #EuApoioBolsonaro Ta ai a prova... [MEDIA]|1|1|2
https://twitter.com/teamcamillad/status/1408648410081771524|teamcamillad|1408648410081771524|2021-06-26T04:48:47.000Z|ACABOU BOLSONARO A PESCOTAPA VAI TE PROCURAR QUERIDO #impeachment [MEDIA]|0|1|2
https://twitter.com/Reeinery/status/1427736739616075782|Reeinery|1427736739616075782|2021-08-17T20:58:59.000Z|É ela! A Pfizer Vacina salva vidas, o bolsonaro destrói. Viva o SUS e os nossos profissionais da saúde! [MEDIA]|0|1|2
https://twitter.com/CambeiroMaria/status/1472237671468654597|CambeiroMaria|1472237671468654597|2021-12-18T16:09:48.000Z|Venda de toalhas - Lula x Bolsonaro [LINK]|0|0|5
https://twitter.com/estevaoribeiro/status/1359244921530646529|estevaoribeiro|1359244921530646529|2021-02-09T20:56:57.000Z|O STF vai liberar as gravações da Lava-Jato para @LulaOficial ? Fala aí, @xuxameneghel [MEDIA]|0|0|1
https://twitter.com/EstudioBoaIdeia/status/1398676486572412932|EstudioBoaIdeia|1398676486572412932|2021-05-29T16:23:55.000Z|Anarquistas em 2021 e pelo Fora Bolsonaro. Thiago, membro do Coletivo Mineiro Popular e Anarquista COMPA fala porque os anarquistas devem ir pra rua pelo #ForaBolsonaro . Seguimos na cobertura #aovivo [MEDIA]|0|1|2
https://twitter.com/Raaquelollive/status/1369056310126346244|Raaquelollive|1369056310126346244|2021-03-08T22:43:54.000Z|Lula pode ser eleito presidente/ Lula pode ser eleito presidente [MEDIA]|0|0|1
https://twitter.com/MarthaClamor/status/1367650766106857474|MarthaClamor|1367650766106857474|2021-03-05T01:38:47.000Z|MARCHA DA FAMÍLIA COM DEUS PELA LIBERDADE! @gen_heleno @jairbolsonaro [MEDIA]|0|0|3
https://twitter.com/Leandro80349232/status/1427733293794045952|Leandro80349232|1427733293794045952|2021-08-17T20:45:17.000Z|POVÃO NORDESTINOS ACORDOU PT LADRÃO SIGNIFICADO PARTIDOS DOS TRAFICANTES NUNCA MAIS JUNTO COM LULA LADRÃO NUNCA MAIS ESTAMOS JUNTOS COM SENHOR MEU PRESIDENTE BOLSONARO MELHOR PRESIDENTE NOSSO BRASIL JÁ TEVE SE CHAMA BOLSONARO SE FOR A VONTADE DEUS POVÃO TEM BOLSONARO 2O22 [MEDIA]|0|1|4
https://twitter.com/RochelleBorges5/status/1398677435001061378|RochelleBorges5|1398677435001061378|2021-05-29T16:27:41.000Z|[DOUBLE_EXCLAMATION_MARK] VACINA no braço, COMIDA no prato e FORA BOLSONARO!! [RAISED_FIST_DARK_SKIN_TONE] [MEDIA]|0|1|2
https://twitter.com/Laurinha_2050/status/1435357925917302784|Laurinha_2050|1435357925917302784|2021-09-07T21:42:51.000Z|Sentiram? @lhmandetta, @RodrigoMaia , @freire_roberto , comunista, @Osmarazis, @SenadoFederal , omisso, procrastinado, @FHC , @LulaOficial , e asseclas [MEDIA]|0|0|1
https://twitter.com/gojammaj/status/1373964171826622466|gojammaj|1373964171826622466|2021-03-22T11:46:00.000Z|Folha usa Datafolha para forçar novo golpe contra Lula e a democracia|0|0|1
https://twitter.com/neygeraldo/status/1369055158211055617|neygeraldo|1369055158211055617|2021-03-08T22:39:20.000Z|LULA LIVRE , PÁTRIA LIVRE. [MEDIA]|0|1|0
https://twitter.com/BlogPedroMarinh/status/707101333044666368|BlogPedroMarinh|707101333044666368|2016-03-08T07:11:09.000Z|Dilma grudou os problemas de Lula no Planalto [LINK] [MEDIA]|0|0|1
https://twitter.com/jornalgrandebah/status/869994705190137856|jornalgrandebah|869994705190137856|2017-05-31T19:11:16.000Z|Mais uma auditoria internacional inocenta ex-presidente Lula de corrupção na Petrobras [MEDIA]|0|0|1
https://twitter.com/CarlosD85741935/status/1161230943161671681|CarlosD85741935|1161230943161671681|2019-08-13T11:00:06.000Z|Tasso aponta tendência autoritária de Bolsonaro e que o melhor para aprovar a Previdência é o presidente calado Em entrevista elogiada por FHC, o tucano diz é preciso conviver com a veia autoritária do presidente e q o melhor seria a retirada da indicação do filho para Embaixada. [MEDIA]|0|0|3
https://twitter.com/Jacilei16014018/status/1369058675709640707|Jacilei16014018|1369058675709640707|2021-03-08T22:53:18.000Z|A minha alegria é tanta que já gritei, pulei, dancei e até tomei uma cervejinha [BEER_MUG] . Vitória de Lula e do Brasil. [CLAPPING_HANDS] [CLAPPING_HANDS] [CLAPPING_HANDS] [BALLOON] [GLOWING_STAR] [STAR] [RED_HEART] [SUNFLOWER] [ONCOMING_FIST] [RAISED_HAND] #LulaPresidente2022 [MEDIA]|0|1|0
https://twitter.com/WTNascimento/status/1406598667864264712|WTNascimento|1406598667864264712|2021-06-20T13:03:50.000Z|Foi um sucesso as manifestações deste sábado pelo Fora Bolsonaro e em apoio à candidatura a presidente do Brasil do ex presidiário e ladrão Lula. [MEDIA]|1|1|4
https://twitter.com/anahimagiax/status/1147635199750082560|anahimagiax|1147635199750082560|2019-07-06T22:35:28.000Z|colum mackenzie é a cara do Bolsonaro kkkk [MEDIA]|0|0|3
https://twitter.com/Luck_2457/status/1242618468865839116|Luck_2457|1242618468865839116|2020-03-25T01:05:04.000Z|Não é idoso e não acredita no Bolsonaro? Então FODA-SE!!! Fique em casa e não encha o saco seu mala! [MEDIA]|0|0|3
https://twitter.com/bancariospnr/status/1257369521226240000|bancariospnr|1257369521226240000|2020-05-04T18:00:29.000Z|Bolsonaro quer dar ao Centrão Diretorias de Bancos, Agências e Estatais bilionárias - [LINK] [MEDIA]|0|0|3
https://twitter.com/MendesOnca/status/1315001640479592450|MendesOnca|1315001640479592450|2020-10-10T18:49:57.000Z|Bolsonaro recebeu a informação de que seus filhos poderiam ser presos e por isso mudou de comportamento. - [LINK] [MEDIA]|0|0|3
https://twitter.com/escrotopilgrim/status/1371436877744631809|escrotopilgrim|1371436877744631809|2021-03-15T12:23:26.000Z|"VEJA NA ÍNTEGRA: JAIR BOLSONARO ESFAQUEIA FREIRA IDOSA DE 102 ANOS MÚLTIPLAS VEZES DURANTE COLETIVA DE IMPRENSA. ""Pensei que fosse o Lula"" - Se justificou, rindo. Simpatizantes do presidente alegam que atitude, apesar de ""um pouco excessiva"", é compreensível. [MEDIA]"|0|0|5
https://twitter.com/oscarrangelaya2/status/1381259809660530689|oscarrangelaya2|1381259809660530689|2021-04-11T14:56:15.000Z|Servidores públicos que fazem críticas a Bolsonaro viram alvo de perseguição ideológica no governo|0|0|3
https://twitter.com/OGatoBH/status/1369057415975612417|OGatoBH|1369057415975612417|2021-03-08T22:48:18.000Z|Inquérito de Lula anulado, comentado por quem entende: @fabifbbr e @flferronato [MEDIA]|0|0|1
https://twitter.com/vonivar/status/1359242299260039168|vonivar|1359242299260039168|2021-02-09T20:46:32.000Z|STF forma maioria para manter decisão que autoriza Lula a acessar mensagens da Lava Jato [LINK] [MEDIA]|0|0|1
https://twitter.com/Josie_Melo/status/1371431741638991872|Josie_Melo|1371431741638991872|2021-03-15T12:03:01.000Z|[T-REX]Inflação e desemprego elevados pioram imagem de Bolsonaro. Para Vale, como a expectativa é de que o índice de miséria continue a piorar nos próximos meses, “não será difícil ver” a popularidade de Bolsonaro seguir a trajetória de queda. Lamucci ⁦ @valoreconomico ⁩ [MEDIA]|0|0|3
https://twitter.com/PTnoSenado/status/1369054871459074051|PTnoSenado|1369054871459074051|2021-03-08T22:38:11.000Z|Não aceitaremos que a recente decisão de Fachin afaste a penalização do ex-juiz Sergio Moro, que condenou Lula sem provas e sem o direito de julgar os casos envolvendo o presidente. [MEDIA]|0|0|1
https://twitter.com/tanticoalbuquer/status/1425024865439002624|tanticoalbuquer|1425024865439002624|2021-08-10T09:22:58.000Z|@jairbolsonaro melhor Presidente do Brasil. [MEDIA]|1|1|2
https://twitter.com/ElisaMS9/status/1186680018648403970|ElisaMS9|1186680018648403970|2019-10-22T16:25:38.000Z|Além de maior ladrão da história da República, Lula é o senhor dos banqueiros. E só favoreceu os ricos [LINK] [MEDIA]|0|1|0
https://twitter.com/agora_rn/status/1420411483733770249|agora_rn|1420411483733770249|2021-07-28T15:51:02.000Z|Renan Bolsonaro quer ser influenciador digital e vai para reality, diz site - [LINK] [MEDIA]|0|0|3
https://twitter.com/PachecaoMG/status/1077151931397746688|PachecaoMG|1077151931397746688|2018-12-24T10:40:07.000Z|"Diz os esquerdéticos da @radioitatiaia que ""mais um 'presidente' é impedido de participar da posse de @jairbolsonaro . Canalhice é pouco pra esse povo da imprensa. [UNAMUSED_FACE] [UNAMUSED_FACE] [UNAMUSED_FACE] [UNAMUSED_FACE] [MEDIA]"|1|0|3
https://twitter.com/Marcelo09895193/status/1435361055593705477|Marcelo09895193|1435361055593705477|2021-09-07T21:55:18.000Z|Até o bandido lula foi na passeata [MEDIA]|0|1|0
https://twitter.com/IvanIlitch/status/1473422942239440897|IvanIlitch|1473422942239440897|2021-12-21T22:39:38.000Z|Ainda quero ver alguém levantar o possível envolvimento de Bolsonaro com a Itapemirim. Ah se fosse o Lula que ficasse brincando de carrinho enquanto faz propaganda de uma empresa que deu golpe em milhares de brasileiros. [MEDIA]|1|1|4
https://twitter.com/webpop323/status/844240741412950016|webpop323|844240741412950016|2017-03-21T17:34:12.000Z|Crítico de Moro na mira da Justiça: PF leva para depor em SP blogueiro que adiantou ação sobre Lula [LINK] [MEDIA]|0|0|1
